Student,Question,Response,Score,Submit,Start,Revisions,Time
Student 06,3,option_1,1,04:02:26,"[""01-02-2023 04:01:16""]","[[""option_1"", ""01-02-2023 04:02:26""]]",70
Student 06,4,option_2,1,04:02:54,"[""01-02-2023 04:02:27"", ""01-02-2023 04:20:14""]","[[""option_2"", ""01-02-2023 04:02:54""]]",32
Student 06,5,option_1,1,04:06:00,"[""01-02-2023 04:02:54""]","[[""option_1"", ""01-02-2023 04:06:00""]]",185
Student 06,6,option_2,1,04:07:11,"[""01-02-2023 04:06:00"", ""01-02-2023 04:20:19""]","[[""option_2"", ""01-02-2023 04:07:11""]]",77
Student 06,7,option_4,0,04:07:54,"[""01-02-2023 04:07:11""]","[[""option_4"", ""01-02-2023 04:07:54""]]",42
Student 06,8,option_1,1,04:08:07,"[""01-02-2023 04:07:54""]","[[""option_1"", ""01-02-2023 04:08:07""]]",13
Student 06,9,option_1,1,04:09:18,"[""01-02-2023 04:08:07""]","[[""option_1"", ""01-02-2023 04:09:18""]]",71
Student 06,10,option_3,1,04:09:40,"[""01-02-2023 04:09:18""]","[[""option_3"", ""01-02-2023 04:09:40""]]",21
Student 06,11,option_3,1,04:10:14,"[""01-02-2023 04:09:40""]","[[""option_3"", ""01-02-2023 04:10:14""]]",33
Student 06,12,option_4,1,04:10:59,"[""01-02-2023 04:10:14""]","[[""option_4"", ""01-02-2023 04:10:59""]]",44
Student 06,13,option_4,0,04:12:41,"[""01-02-2023 04:10:59""]","[[""option_4"", ""01-02-2023 04:12:41""]]",101
Student 06,14,option_3,1,04:13:19,"[""01-02-2023 04:12:41""]","[[""option_3"", ""01-02-2023 04:13:19""]]",39
Student 06,15,option_4,0,04:13:39,"[""01-02-2023 04:13:19"", ""01-02-2023 04:18:52""]","[[""option_4"", ""01-02-2023 04:13:39""]]",66
Student 06,16,option_3,1,04:14:09,"[""01-02-2023 04:13:39"", ""01-02-2023 04:18:50""]","[[""option_3"", ""01-02-2023 04:14:09""]]",32
Student 06,17,option_4,0,04:14:54,"[""01-02-2023 04:14:09""]","[[""option_4"", ""01-02-2023 04:14:54""]]",44
Student 06,18,option_3,1,04:16:37,"[""01-02-2023 04:14:54"", ""01-02-2023 04:18:49""]","[[""option_3"", ""01-02-2023 04:16:37""]]",103
Student 06,19,option_3,1,04:17:18,"[""01-02-2023 04:16:37""]","[[""option_3"", ""01-02-2023 04:17:18""]]",41
Student 06,20,option_3,1,04:19:50,"[""01-02-2023 04:17:18"", ""01-02-2023 04:19:40""]","[[""option_3"", ""01-02-2023 04:19:50""]]",116
Student 07,1,option_1,1,04:23:13,"[""01-02-2023 03:58:35"", ""01-02-2023 03:59:18"", ""01-02-2023 04:20:40"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:12""]","[[""option_1"", ""01-02-2023 03:58:58""], [""option_1"", ""01-02-2023 04:23:13""]]",29
Student 07,3,option_1,1,04:23:14,"[""01-02-2023 03:59:21"", ""01-02-2023 03:59:27"", ""01-02-2023 04:04:38"", ""01-02-2023 04:17:48"", ""01-02-2023 04:20:40"", ""01-02-2023 04:20:42"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:12"", ""01-02-2023 04:23:14""]","[[""option_1"", ""01-02-2023 04:01:36""], [""option_1"", ""01-02-2023 04:23:14""]]",141
Student 07,6,option_2,1,04:23:16,"[""01-02-2023 04:02:41"", ""01-02-2023 04:05:35"", ""01-02-2023 04:18:12"", ""01-02-2023 04:20:40"", ""01-02-2023 04:21:32"", ""01-02-2023 04:21:44"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:15""]","[[""option_2"", ""01-02-2023 04:03:23""], [""option_2"", ""01-02-2023 04:23:16""], [""option_2"", ""01-02-2023 04:23:16""]]",66
Student 07,7,option_4,0,04:23:16,"[""01-02-2023 04:03:24"", ""01-02-2023 04:05:37"", ""01-02-2023 04:18:17"", ""01-02-2023 04:18:46"", ""01-02-2023 04:20:40"", ""01-02-2023 04:21:51"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:16""]","[[""option_4"", ""01-02-2023 04:03:49""], [""option_4"", ""01-02-2023 04:23:16""]]",54
Student 07,8,option_1,1,04:23:17,"[""01-02-2023 04:03:49"", ""01-02-2023 04:05:39"", ""01-02-2023 04:05:42"", ""01-02-2023 04:18:43"", ""01-02-2023 04:18:45"", ""01-02-2023 04:18:47"", ""01-02-2023 04:20:40"", ""01-02-2023 04:21:53"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:16""]","[[""option_1"", ""01-02-2023 04:04:15""], [""option_1"", ""01-02-2023 04:23:17""], [""option_1"", ""01-02-2023 04:23:17""]]",30
Student 07,10,option_3,1,04:23:18,"[""01-02-2023 04:07:05"", ""01-02-2023 04:19:08"", ""01-02-2023 04:20:39"", ""01-02-2023 04:21:55"", ""01-02-2023 04:21:58"", ""01-02-2023 04:22:36"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:17""]","[[""option_3"", ""01-02-2023 04:08:30""], [""option_3"", ""01-02-2023 04:23:18""], [""option_3"", ""01-02-2023 04:23:18""]]",90
Student 07,12,option_4,1,04:23:19,"[""01-02-2023 04:08:30"", ""01-02-2023 04:16:47"", ""01-02-2023 04:19:26"", ""01-02-2023 04:20:39"", ""01-02-2023 04:21:56"", ""01-02-2023 04:22:40"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:19""]","[[""option_4"", ""01-02-2023 04:08:50""], [""option_4"", ""01-02-2023 04:19:31""], [""option_4"", ""01-02-2023 04:23:19""], [""option_4"", ""01-02-2023 04:23:19""]]",24
Student 07,14,option_3,1,04:23:20,"[""01-02-2023 04:10:04"", ""01-02-2023 04:16:47"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:32"", ""01-02-2023 04:19:43"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:41"", ""01-02-2023 04:22:43"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:20""]","[[""option_3"", ""01-02-2023 04:10:42""], [""option_3"", ""01-02-2023 04:19:47""], [""option_3"", ""01-02-2023 04:23:20""]]",43
Student 07,15,option_3,0,04:23:21,"[""01-02-2023 04:10:42"", ""01-02-2023 04:16:47"", ""01-02-2023 04:16:48"", ""01-02-2023 04:17:32"", ""01-02-2023 04:19:47"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:44"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:02"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:20""]","[[""option_3"", ""01-02-2023 04:12:38""], [""option_3"", ""01-02-2023 04:19:57""], [""option_3"", ""01-02-2023 04:23:20""], [""option_3"", ""01-02-2023 04:23:21""]]",134
Student 07,18,option_3,1,04:23:27,"[""01-02-2023 04:13:21"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:28"", ""01-02-2023 04:17:30"", ""01-02-2023 04:20:06"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:47"", ""01-02-2023 04:23:25""]","[[""option_3"", ""01-02-2023 04:13:50""], [""option_3"", ""01-02-2023 04:20:11""], [""option_3"", ""01-02-2023 04:23:27""]]",35
Student 07,19,option_3,1,04:23:29,"[""01-02-2023 04:13:50"", ""01-02-2023 04:16:47"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:29"", ""01-02-2023 04:17:29"", ""01-02-2023 04:17:29"", ""01-02-2023 04:17:30"", ""01-02-2023 04:20:11"", ""01-02-2023 04:20:39"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:53"", ""01-02-2023 04:22:53"", ""01-02-2023 04:23:27""]","[[""option_3"", ""01-02-2023 04:15:11""], [""option_3"", ""01-02-2023 04:20:24""], [""option_3"", ""01-02-2023 04:23:29""]]",95
Student 07,16,option_3,1,04:23:21,"[""01-02-2023 04:12:38"", ""01-02-2023 04:16:47"", ""01-02-2023 04:16:48"", ""01-02-2023 04:17:31"", ""01-02-2023 04:19:57"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:45"", ""01-02-2023 04:22:48"", ""01-02-2023 04:23:01"", ""01-02-2023 04:23:10"", ""01-02-2023 04:23:20""]","[[""option_3"", ""01-02-2023 04:17:24""], [""option_3"", ""01-02-2023 04:20:02""], [""option_3"", ""01-02-2023 04:23:21""]]",54
Student 07,4,option_2,1,04:23:15,"[""01-02-2023 04:01:36"", ""01-02-2023 04:04:40"", ""01-02-2023 04:17:55"", ""01-02-2023 04:20:40"", ""01-02-2023 04:20:43"", ""01-02-2023 04:20:53"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:14""]","[[""option_2"", ""01-02-2023 04:18:06""], [""option_2"", ""01-02-2023 04:21:05""], [""option_2"", ""01-02-2023 04:23:15""], [""option_2"", ""01-02-2023 04:23:15""]]",71
Student 07,9,option_4,0,04:23:17,"[""01-02-2023 04:04:15"", ""01-02-2023 04:05:41"", ""01-02-2023 04:05:44"", ""01-02-2023 04:18:44"", ""01-02-2023 04:18:48"", ""01-02-2023 04:20:39"", ""01-02-2023 04:21:54"", ""01-02-2023 04:21:59"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:17""]","[[""option_4"", ""01-02-2023 04:19:08""], [""option_4"", ""01-02-2023 04:23:17""]]",151
Student 07,11,option_3,1,04:23:18,"[""01-02-2023 04:08:30"", ""01-02-2023 04:19:11"", ""01-02-2023 04:20:39"", ""01-02-2023 04:21:55"", ""01-02-2023 04:21:58"", ""01-02-2023 04:22:38"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:18""]","[[""option_3"", ""01-02-2023 04:19:26""], [""option_3"", ""01-02-2023 04:23:18""]]",17
Student 07,13,option_4,0,04:23:20,"[""01-02-2023 04:08:50"", ""01-02-2023 04:16:47"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:33"", ""01-02-2023 04:19:31"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:41"", ""01-02-2023 04:22:42"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:19""]","[[""option_4"", ""01-02-2023 04:19:43""], [""option_4"", ""01-02-2023 04:23:20""]]",100
Student 07,17,option_4,0,04:23:25,"[""01-02-2023 04:12:47"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:24"", ""01-02-2023 04:17:30"", ""01-02-2023 04:20:02"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:46"", ""01-02-2023 04:22:48"", ""01-02-2023 04:23:01"", ""01-02-2023 04:23:21""]","[[""option_4"", ""01-02-2023 04:20:05""], [""option_4"", ""01-02-2023 04:23:25""]]",45
Student 07,5,option_1,1,04:23:15,"[""01-02-2023 04:01:36"", ""01-02-2023 04:05:33"", ""01-02-2023 04:18:06"", ""01-02-2023 04:20:40"", ""01-02-2023 04:20:44"", ""01-02-2023 04:21:05"", ""01-02-2023 04:21:43"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:11"", ""01-02-2023 04:23:15""]","[[""option_1"", ""01-02-2023 04:21:32""], [""option_1"", ""01-02-2023 04:23:15""]]",113
Student 07,2,option_2,1,04:23:14,"[""01-02-2023 03:58:58"", ""01-02-2023 03:59:19"", ""01-02-2023 03:59:24"", ""01-02-2023 04:04:29"", ""01-02-2023 04:17:46"", ""01-02-2023 04:20:40"", ""01-02-2023 04:20:41"", ""01-02-2023 04:22:49"", ""01-02-2023 04:23:12"", ""01-02-2023 04:23:13""]","[[""option_2"", ""01-02-2023 04:23:14""], [""option_2"", ""01-02-2023 04:23:14""]]",34
Student 07,20,option_3,1,04:23:32,"[""01-02-2023 04:15:11"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:29"", ""01-02-2023 04:17:29"", ""01-02-2023 04:17:29"", ""01-02-2023 04:20:24"", ""01-02-2023 04:20:39"", ""01-02-2023 04:22:53"", ""01-02-2023 04:22:53"", ""01-02-2023 04:23:29""]","[[""option_3"", ""01-02-2023 04:23:32""]]",123
Student 08,1,option_1,1,03:58:43,"[""01-02-2023 03:58:31"", ""01-02-2023 04:07:32""]","[[""option_1"", ""01-02-2023 03:58:43""]]",16
Student 08,2,option_4,0,03:59:04,"[""01-02-2023 03:58:43"", ""01-02-2023 04:07:38""]","[[""option_4"", ""01-02-2023 03:59:04""]]",25
Student 08,3,option_1,1,03:59:15,"[""01-02-2023 03:59:04"", ""01-02-2023 04:07:43"", ""01-02-2023 04:15:57""]","[[""option_1"", ""01-02-2023 03:59:15""]]",22
Student 08,4,option_2,1,03:59:21,"[""01-02-2023 03:59:15"", ""01-02-2023 04:07:49"", ""01-02-2023 04:16:03""]","[[""option_2"", ""01-02-2023 03:59:21""]]",26
Student 08,5,option_3,0,04:00:11,"[""01-02-2023 03:59:21"", ""01-02-2023 04:08:09"", ""01-02-2023 04:16:05""]","[[""option_3"", ""01-02-2023 04:00:11""]]",54
Student 08,6,option_2,1,04:00:47,"[""01-02-2023 04:00:11"", ""01-02-2023 04:08:12"", ""01-02-2023 04:16:06""]","[[""option_2"", ""01-02-2023 04:00:47""]]",43
Student 08,7,option_4,0,04:01:02,"[""01-02-2023 04:00:47"", ""01-02-2023 04:08:20"", ""01-02-2023 04:11:08"", ""01-02-2023 04:16:06""]","[[""option_4"", ""01-02-2023 04:01:02""]]",25
Student 08,8,option_1,1,04:01:19,"[""01-02-2023 04:01:03"", ""01-02-2023 04:08:30"", ""01-02-2023 04:11:08"", ""01-02-2023 04:16:08""]","[[""option_1"", ""01-02-2023 04:01:19""]]",53
Student 08,9,option_3,0,04:02:09,"[""01-02-2023 04:01:19"", ""01-02-2023 04:08:37"", ""01-02-2023 04:11:35"", ""01-02-2023 04:16:10""]","[[""option_3"", ""01-02-2023 04:02:09""]]",215
Student 08,10,option_3,1,04:02:19,"[""01-02-2023 04:02:09"", ""01-02-2023 04:08:43"", ""01-02-2023 04:16:31""]","[[""option_3"", ""01-02-2023 04:02:19""]]",18
Student 08,11,option_3,1,04:02:26,"[""01-02-2023 04:02:19"", ""01-02-2023 04:08:50"", ""01-02-2023 04:13:54"", ""01-02-2023 04:16:33""]","[[""option_3"", ""01-02-2023 04:02:26""]]",34
Student 08,12,option_4,1,04:02:29,"[""01-02-2023 04:02:27"", ""01-02-2023 04:09:14"", ""01-02-2023 04:13:55"", ""01-02-2023 04:16:36""]","[[""option_4"", ""01-02-2023 04:02:29""]]",14
Student 08,13,option_3,0,04:02:40,"[""01-02-2023 04:02:29"", ""01-02-2023 04:09:23"", ""01-02-2023 04:13:56"", ""01-02-2023 04:16:39""]","[[""option_3"", ""01-02-2023 04:02:40""]]",37
Student 08,14,option_3,1,04:03:20,"[""01-02-2023 04:02:40"", ""01-02-2023 04:09:37"", ""01-02-2023 04:16:41""]","[[""option_3"", ""01-02-2023 04:03:20""]]",43
Student 08,15,option_2,1,04:17:08,"[""01-02-2023 04:03:20"", ""01-02-2023 04:09:39"", ""01-02-2023 04:14:08"", ""01-02-2023 04:16:43""]","[[""option_2"", ""01-02-2023 04:05:07""], [""option_2"", ""01-02-2023 04:14:55""], [""option_2"", ""01-02-2023 04:17:08""]]",187
Student 08,16,option_3,1,04:17:11,"[""01-02-2023 04:05:07"", ""01-02-2023 04:09:49"", ""01-02-2023 04:14:55"", ""01-02-2023 04:17:08""]","[[""option_3"", ""01-02-2023 04:05:21""], [""option_3"", ""01-02-2023 04:15:09""], [""option_3"", ""01-02-2023 04:17:11""]]",35
Student 08,17,option_4,0,04:17:12,"[""01-02-2023 04:05:21"", ""01-02-2023 04:09:57"", ""01-02-2023 04:15:09"", ""01-02-2023 04:17:11""]","[[""option_4"", ""01-02-2023 04:05:54""], [""option_4"", ""01-02-2023 04:15:26""], [""option_4"", ""01-02-2023 04:17:12""]]",60
Student 08,18,option_3,1,04:17:18,"[""01-02-2023 04:05:54"", ""01-02-2023 04:10:08"", ""01-02-2023 04:15:26"", ""01-02-2023 04:17:12""]","[[""option_3"", ""01-02-2023 04:06:30""], [""option_3"", ""01-02-2023 04:17:18""]]",88
Student 08,19,option_3,1,04:17:51,"[""01-02-2023 04:06:30"", ""01-02-2023 04:10:24"", ""01-02-2023 04:17:18""]","[[""option_3"", ""01-02-2023 04:07:08""], [""option_3"", ""01-02-2023 04:17:51""]]",97
Student 08,20,option_3,1,04:18:04,"[""01-02-2023 04:07:08"", ""01-02-2023 04:10:52"", ""01-02-2023 04:17:51""]","[[""option_3"", ""01-02-2023 04:18:00""], [""option_3"", ""01-02-2023 04:18:02""], [""option_3"", ""01-02-2023 04:18:04""]]",54
Student 09,1,option_1,1,03:59:21,"[""01-02-2023 03:58:30"", ""01-02-2023 04:07:03""]","[[""option_1"", ""01-02-2023 03:59:21""]]",57
Student 09,3,option_1,1,04:07:53,"[""01-02-2023 03:59:41"", ""01-02-2023 04:07:03"", ""01-02-2023 04:07:38""]","[[""option_1"", ""01-02-2023 03:59:49""], [""option_1"", ""01-02-2023 04:07:53""]]",21
Student 09,4,option_2,1,04:08:11,"[""01-02-2023 03:59:49"", ""01-02-2023 04:07:03"", ""01-02-2023 04:07:53"", ""01-02-2023 04:08:22"", ""01-02-2023 04:09:23""]","[[""option_2"", ""01-02-2023 04:00:03""], [""option_2"", ""01-02-2023 04:08:11""]]",60
Student 09,5,option_1,1,04:00:18,"[""01-02-2023 04:00:03"", ""01-02-2023 04:07:02"", ""01-02-2023 04:08:11"", ""01-02-2023 04:08:47"", ""01-02-2023 04:09:16"", ""01-02-2023 04:09:29""]","[[""option_1"", ""01-02-2023 04:00:18""]]",35
Student 09,6,option_2,1,04:09:59,"[""01-02-2023 04:00:18"", ""01-02-2023 04:07:02"", ""01-02-2023 04:08:48"", ""01-02-2023 04:09:30""]","[[""option_2"", ""01-02-2023 04:00:35""], [""option_2"", ""01-02-2023 04:09:59""]]",74
Student 09,7,option_3,1,04:10:06,"[""01-02-2023 04:00:35"", ""01-02-2023 04:07:02"", ""01-02-2023 04:09:59""]","[[""option_3"", ""01-02-2023 04:01:19""], [""option_3"", ""01-02-2023 04:10:06""]]",50
Student 09,8,option_1,1,04:10:08,"[""01-02-2023 04:01:19"", ""01-02-2023 04:07:02"", ""01-02-2023 04:10:06""]","[[""option_1"", ""01-02-2023 04:01:48""], [""option_1"", ""01-02-2023 04:10:08""]]",30
Student 09,9,option_1,1,04:10:13,"[""01-02-2023 04:01:48"", ""01-02-2023 04:07:02"", ""01-02-2023 04:10:08""]","[[""option_1"", ""01-02-2023 04:02:06""], [""option_1"", ""01-02-2023 04:10:13""]]",22
Student 09,10,option_3,1,04:10:26,"[""01-02-2023 04:02:07"", ""01-02-2023 04:07:02"", ""01-02-2023 04:10:13""]","[[""option_3"", ""01-02-2023 04:02:27""], [""option_3"", ""01-02-2023 04:10:26""]]",34
Student 09,11,option_3,1,04:10:42,"[""01-02-2023 04:02:27"", ""01-02-2023 04:07:02"", ""01-02-2023 04:10:26""]","[[""option_3"", ""01-02-2023 04:02:39""], [""option_3"", ""01-02-2023 04:10:42""]]",27
Student 09,12,option_4,1,04:11:16,"[""01-02-2023 04:02:39"", ""01-02-2023 04:07:02"", ""01-02-2023 04:10:42""]","[[""option_4"", ""01-02-2023 04:02:54""], [""option_4"", ""01-02-2023 04:11:16""]]",48
Student 09,15,option_2,1,04:12:04,"[""01-02-2023 04:03:21"", ""01-02-2023 04:11:58""]","[[""option_2"", ""01-02-2023 04:03:32""], [""option_2"", ""01-02-2023 04:12:04""]]",16
Student 09,16,option_3,1,04:12:07,"[""01-02-2023 04:03:32"", ""01-02-2023 04:12:05"", ""01-02-2023 04:13:14""]","[[""option_3"", ""01-02-2023 04:03:53""], [""option_3"", ""01-02-2023 04:12:07""]]",22
Student 09,17,option_2,0,04:12:30,"[""01-02-2023 04:03:53"", ""01-02-2023 04:12:07"", ""01-02-2023 04:13:13"", ""01-02-2023 04:13:15""]","[[""option_2"", ""01-02-2023 04:05:05""], [""option_2"", ""01-02-2023 04:12:30""]]",96
Student 09,18,option_1,0,04:13:54,"[""01-02-2023 04:05:05"", ""01-02-2023 04:12:30"", ""01-02-2023 04:13:13"", ""01-02-2023 04:13:15""]","[[""option_1"", ""01-02-2023 04:05:25""], [""option_1"", ""01-02-2023 04:12:34""], [""option_1"", ""01-02-2023 04:13:54""]]",61
Student 09,19,option_3,1,04:13:58,"[""01-02-2023 04:05:25"", ""01-02-2023 04:12:34"", ""01-02-2023 04:13:12"", ""01-02-2023 04:13:54""]","[[""option_3"", ""01-02-2023 04:06:10""], [""option_3"", ""01-02-2023 04:12:37""], [""option_3"", ""01-02-2023 04:13:58""]]",49
Student 09,20,option_3,1,04:12:43,"[""01-02-2023 04:06:10"", ""01-02-2023 04:12:37"", ""01-02-2023 04:13:58""]","[[""option_3"", ""01-02-2023 04:06:45""], [""option_3"", ""01-02-2023 04:06:47""], [""option_3"", ""01-02-2023 04:12:43""]]",121
Student 09,2,option_2,1,04:07:38,"[""01-02-2023 03:59:21"", ""01-02-2023 04:07:03"", ""01-02-2023 04:07:08""]","[[""option_2"", ""01-02-2023 04:07:38""]]",49
Student 09,13,option_2,1,04:11:35,"[""01-02-2023 04:02:54"", ""01-02-2023 04:07:01"", ""01-02-2023 04:11:16""]","[[""option_2"", ""01-02-2023 04:11:35""]]",34
Student 09,14,option_3,1,04:11:58,"[""01-02-2023 04:03:10"", ""01-02-2023 04:11:35""]","[[""option_3"", ""01-02-2023 04:11:58""]]",33
Student 10,1,option_1,1,03:59:17,"[""01-02-2023 03:59:00"", ""01-02-2023 04:18:47""]","[[""option_1"", ""01-02-2023 03:59:17""]]",19
Student 10,2,option_3,0,03:59:49,"[""01-02-2023 03:59:17"", ""01-02-2023 04:18:49""]","[[""option_3"", ""01-02-2023 03:59:49""]]",33
Student 10,4,option_2,1,04:00:58,"[""01-02-2023 04:00:51"", ""01-02-2023 04:01:37"", ""01-02-2023 04:02:17"", ""01-02-2023 04:02:20"", ""01-02-2023 04:19:10""]","[[""option_2"", ""01-02-2023 04:00:58""]]",15
Student 10,8,option_1,1,04:04:56,"[""01-02-2023 04:02:44"", ""01-02-2023 04:04:14"", ""01-02-2023 04:04:51"", ""01-02-2023 04:05:11"", ""01-02-2023 04:06:16"", ""01-02-2023 04:13:35"", ""01-02-2023 04:14:47"", ""01-02-2023 04:15:08"", ""01-02-2023 04:19:27""]","[[""option_1"", ""01-02-2023 04:04:56""]]",64
Student 10,10,option_3,1,04:07:56,"[""01-02-2023 04:03:14"", ""01-02-2023 04:03:24"", ""01-02-2023 04:06:19"", ""01-02-2023 04:07:36"", ""01-02-2023 04:13:34"", ""01-02-2023 04:14:06"", ""01-02-2023 04:15:17"", ""01-02-2023 04:19:35""]","[[""option_3"", ""01-02-2023 04:07:56""]]",124
Student 10,11,option_3,1,04:08:09,"[""01-02-2023 04:03:14"", ""01-02-2023 04:07:16"", ""01-02-2023 04:07:57"", ""01-02-2023 04:13:29"", ""01-02-2023 04:14:08"", ""01-02-2023 04:15:22"", ""01-02-2023 04:19:39""]","[[""option_3"", ""01-02-2023 04:08:09""]]",58
Student 10,17,option_4,0,04:10:48,"[""01-02-2023 04:10:05"", ""01-02-2023 04:14:28"", ""01-02-2023 04:16:02"", ""01-02-2023 04:17:57"", ""01-02-2023 04:18:09"", ""01-02-2023 04:20:06""]","[[""option_4"", ""01-02-2023 04:10:48""]]",59
Student 10,19,option_3,1,04:12:22,"[""01-02-2023 04:11:11"", ""01-02-2023 04:16:13"", ""01-02-2023 04:17:39"", ""01-02-2023 04:20:12""]","[[""option_3"", ""01-02-2023 04:12:22""]]",101
Student 10,16,option_3,1,04:14:28,"[""01-02-2023 04:09:54"", ""01-02-2023 04:14:22"", ""01-02-2023 04:15:56"", ""01-02-2023 04:18:10"", ""01-02-2023 04:20:05""]","[[""option_3"", ""01-02-2023 04:14:28""]]",25
Student 10,7,option_4,0,04:15:09,"[""01-02-2023 04:02:32"", ""01-02-2023 04:04:40"", ""01-02-2023 04:05:14"", ""01-02-2023 04:06:04"", ""01-02-2023 04:14:40"", ""01-02-2023 04:14:48"", ""01-02-2023 04:14:57"", ""01-02-2023 04:19:24""]","[[""option_4"", ""01-02-2023 04:15:09""]]",68
Student 10,9,option_1,1,04:15:17,"[""01-02-2023 04:03:00"", ""01-02-2023 04:04:04"", ""01-02-2023 04:04:57"", ""01-02-2023 04:13:35"", ""01-02-2023 04:13:40"", ""01-02-2023 04:15:13"", ""01-02-2023 04:19:32""]","[[""option_1"", ""01-02-2023 04:15:17""]]",71
Student 10,13,option_4,0,04:15:35,"[""01-02-2023 04:08:32"", ""01-02-2023 04:13:19"", ""01-02-2023 04:14:13"", ""01-02-2023 04:15:30"", ""01-02-2023 04:18:26"", ""01-02-2023 04:19:54""]","[[""option_4"", ""01-02-2023 04:15:35""]]",55
Student 10,14,option_3,1,04:15:43,"[""01-02-2023 04:08:52"", ""01-02-2023 04:14:17"", ""01-02-2023 04:15:35"", ""01-02-2023 04:18:20"", ""01-02-2023 04:19:57""]","[[""option_3"", ""01-02-2023 04:15:43""]]",66
Student 10,15,option_2,1,04:15:56,"[""01-02-2023 04:09:40"", ""01-02-2023 04:13:16"", ""01-02-2023 04:14:19"", ""01-02-2023 04:15:43"", ""01-02-2023 04:18:14"", ""01-02-2023 04:20:01""]","[[""option_2"", ""01-02-2023 04:15:56""]]",40
Student 10,18,option_3,1,04:16:13,"[""01-02-2023 04:10:48"", ""01-02-2023 04:16:06"", ""01-02-2023 04:17:49"", ""01-02-2023 04:18:06"", ""01-02-2023 04:20:11""]","[[""option_3"", ""01-02-2023 04:16:13""]]",41
Student 10,20,option_3,1,04:17:35,"[""01-02-2023 04:12:22"", ""01-02-2023 04:16:32"", ""01-02-2023 04:20:16""]","[[""option_3"", ""01-02-2023 04:17:35""]]",133
Student 10,3,option_1,1,04:19:10,"[""01-02-2023 03:59:49"", ""01-02-2023 04:01:41"", ""01-02-2023 04:02:21"", ""01-02-2023 04:18:52""]","[[""option_1"", ""01-02-2023 04:19:10""]]",122
Student 10,12,option_4,1,04:19:54,"[""01-02-2023 04:08:09"", ""01-02-2023 04:13:23"", ""01-02-2023 04:14:11"", ""01-02-2023 04:15:27"", ""01-02-2023 04:19:43""]","[[""option_4"", ""01-02-2023 04:19:54""]]",41
Student 10,5,Unanswered,0,NaN,"[""01-02-2023 04:00:58"", ""01-02-2023 04:02:19"", ""01-02-2023 04:02:28"", ""01-02-2023 04:14:32"", ""01-02-2023 04:19:15""]",Unanswered,56
Student 10,6,Unanswered,0,NaN,"[""01-02-2023 04:05:26"", ""01-02-2023 04:14:31"", ""01-02-2023 04:14:49"", ""01-02-2023 04:19:21""]",Unanswered,48
Student 11,1,option_1,1,04:14:15,"[""01-02-2023 03:58:43"", ""01-02-2023 04:06:48"", ""01-02-2023 04:14:13""]","[[""option_1"", ""01-02-2023 03:59:24""], [""option_1"", ""01-02-2023 04:07:36""], [""option_1"", ""01-02-2023 04:14:15""]]",91
Student 11,3,option_1,1,04:14:18,"[""01-02-2023 03:59:37"", ""01-02-2023 04:07:38"", ""01-02-2023 04:14:17""]","[[""option_1"", ""01-02-2023 03:59:48""], [""option_1"", ""01-02-2023 04:07:51""], [""option_1"", ""01-02-2023 04:14:18""]]",23
Student 11,4,option_2,1,04:14:19,"[""01-02-2023 03:59:48"", ""01-02-2023 04:07:51"", ""01-02-2023 04:14:17""]","[[""option_2"", ""01-02-2023 04:00:02""], [""option_2"", ""01-02-2023 04:08:05""], [""option_2"", ""01-02-2023 04:14:19""]]",28
